Position,Track Name,Artist,Streams,date,region,spotify_id
NA,NA,NA,NA,lt,2017-08-19,NA
NA,NA,NA,NA,lt,2017-08-19,NA
NA,NA,NA,NA,lt,2017-08-19,NA
NA,NA,NA,NA,lt,2017-08-19,NA
NA,NA,NA,NA,lt,2017-08-19,NA
NA,NA,NA,NA,lt,2017-08-19,NA
NA,NA,NA,NA,lt,2017-08-19,NA
NA,NA,NA,NA,lt,2017-08-19,NA
NA,NA,NA,NA,lt,2017-08-19,NA
NA,NA,NA,NA,lt,2017-08-19,NA
NA,NA,NA,NA,lt,2017-08-19,NA
NA,NA,NA,NA,lt,2017-08-19,NA
NA,NA,NA,NA,lt,2017-08-19,NA
NA,NA,NA,NA,lt,2017-08-19,NA
NA,NA,NA,NA,lt,2017-08-19,NA
NA,NA,NA,NA,lt,2017-08-19,NA
NA,NA,NA,NA,lt,2017-08-19,NA
NA,NA,NA,NA,lt,2017-08-19,NA
NA,NA,NA,NA,lt,2017-08-19,NA
NA,NA,NA,NA,lt,2017-08-19,NA
NA,NA,NA,NA,lt,2017-08-19,NA
NA,NA,NA,NA,lt,2017-08-19,NA
NA,NA,NA,NA,lt,2017-08-19,NA
NA,NA,NA,NA,lt,2017-08-19,NA
NA,NA,NA,NA,lt,2017-08-19,NA
NA,NA,NA,NA,lt,2017-08-19,NA
NA,NA,NA,NA,lt,2017-08-19,NA
NA,NA,NA,NA,lt,2017-08-19,NA
NA,NA,NA,NA,lt,2017-08-19,NA
NA,NA,NA,NA,lt,2017-08-19,NA
NA,NA,NA,NA,lt,2017-08-19,NA
NA,NA,NA,NA,lt,2017-08-19,NA
NA,NA,NA,NA,lt,2017-08-19,NA
NA,NA,NA,NA,lt,2017-08-19,NA
NA,NA,NA,NA,lt,2017-08-19,NA
NA,NA,NA,NA,lt,2017-08-19,NA
NA,NA,NA,NA,lt,2017-08-19,NA
NA,NA,NA,NA,lt,2017-08-19,NA
NA,NA,NA,NA,lt,2017-08-19,NA
NA,NA,NA,NA,lt,2017-08-19,NA
NA,NA,NA,NA,lt,2017-08-19,NA
NA,NA,NA,NA,lt,2017-08-19,NA
NA,NA,NA,NA,lt,2017-08-19,NA
NA,NA,NA,NA,lt,2017-08-19,NA
NA,NA,NA,NA,lt,2017-08-19,NA
NA,NA,NA,NA,lt,2017-08-19,NA
NA,NA,NA,NA,lt,2017-08-19,NA
NA,NA,NA,NA,lt,2017-08-19,NA
NA,NA,NA,NA,lt,2017-08-19,NA
NA,NA,NA,NA,lt,2017-08-19,NA
NA,NA,NA,NA,lt,2017-08-19,NA
NA,NA,NA,NA,lt,2017-08-19,NA
NA,NA,NA,NA,lt,2017-08-19,NA
NA,NA,NA,NA,lt,2017-08-19,NA
NA,NA,NA,NA,lt,2017-08-19,NA
NA,NA,NA,NA,lt,2017-08-19,NA
NA,NA,NA,NA,lt,2017-08-19,NA
NA,NA,NA,NA,lt,2017-08-19,NA
NA,NA,NA,NA,lt,2017-08-19,NA
NA,NA,NA,NA,lt,2017-08-19,NA
NA,NA,NA,NA,lt,2017-08-19,NA
NA,NA,NA,NA,lt,2017-08-19,NA
NA,NA,NA,NA,lt,2017-08-19,NA
NA,NA,NA,NA,lt,2017-08-19,NA
NA,NA,NA,NA,lt,2017-08-19,NA
NA,NA,NA,NA,lt,2017-08-19,NA
NA,NA,NA,NA,lt,2017-08-19,NA
NA,NA,NA,NA,lt,2017-08-19,NA
NA,NA,NA,NA,lt,2017-08-19,NA
NA,NA,NA,NA,lt,2017-08-19,NA
NA,NA,NA,NA,lt,2017-08-19,NA
NA,NA,NA,NA,lt,2017-08-19,NA
NA,NA,NA,NA,lt,2017-08-19,NA
NA,NA,NA,NA,lt,2017-08-19,NA
NA,NA,NA,NA,lt,2017-08-19,NA
NA,NA,NA,NA,lt,2017-08-19,NA
NA,NA,NA,NA,lt,2017-08-19,NA
NA,NA,NA,NA,lt,2017-08-19,NA
NA,NA,NA,NA,lt,2017-08-19,NA
NA,NA,NA,NA,lt,2017-08-19,NA
NA,NA,NA,NA,lt,2017-08-19,NA
NA,NA,NA,NA,lt,2017-08-19,NA
NA,NA,NA,NA,lt,2017-08-19,NA
NA,NA,NA,NA,lt,2017-08-19,NA
NA,NA,NA,NA,lt,2017-08-19,NA
NA,NA,NA,NA,lt,2017-08-19,NA
NA,NA,NA,NA,lt,2017-08-19,NA
NA,NA,NA,NA,lt,2017-08-19,NA
NA,NA,NA,NA,lt,2017-08-19,NA
NA,NA,NA,NA,lt,2017-08-19,NA
NA,NA,NA,NA,lt,2017-08-19,NA
NA,NA,NA,NA,lt,2017-08-19,NA
NA,NA,NA,NA,lt,2017-08-19,NA
NA,NA,NA,NA,lt,2017-08-19,NA
NA,NA,NA,NA,lt,2017-08-19,NA
NA,NA,NA,NA,lt,2017-08-19,NA
NA,NA,NA,NA,lt,2017-08-19,NA
NA,NA,NA,NA,lt,2017-08-19,NA
NA,NA,NA,NA,lt,2017-08-19,NA
NA,NA,NA,NA,lt,2017-08-19,NA
NA,NA,NA,NA,lt,2017-08-19,NA
NA,NA,NA,NA,lt,2017-08-19,NA
NA,NA,NA,NA,lt,2017-08-19,NA
NA,NA,NA,NA,lt,2017-08-19,NA
NA,NA,NA,NA,lt,2017-08-19,NA
NA,NA,NA,NA,lt,2017-08-19,NA
NA,NA,NA,NA,lt,2017-08-19,NA
NA,NA,NA,NA,lt,2017-08-19,NA
NA,NA,NA,NA,lt,2017-08-19,NA
NA,NA,NA,NA,lt,2017-08-19,NA
NA,NA,NA,NA,lt,2017-08-19,NA
NA,NA,NA,NA,lt,2017-08-19,NA
NA,NA,NA,NA,lt,2017-08-19,NA
NA,NA,NA,NA,lt,2017-08-19,NA
NA,NA,NA,NA,lt,2017-08-19,NA
NA,NA,NA,NA,lt,2017-08-19,NA
NA,NA,NA,NA,lt,2017-08-19,NA
NA,NA,NA,NA,lt,2017-08-19,NA
NA,NA,NA,NA,lt,2017-08-19,NA
NA,NA,NA,NA,lt,2017-08-19,NA
NA,NA,NA,NA,lt,2017-08-19,NA
NA,NA,NA,NA,lt,2017-08-19,NA
NA,NA,NA,NA,lt,2017-08-19,NA
NA,NA,NA,NA,lt,2017-08-19,NA
NA,NA,NA,NA,lt,2017-08-19,NA
NA,NA,NA,NA,lt,2017-08-19,NA
NA,NA,NA,NA,lt,2017-08-19,NA
NA,NA,NA,NA,lt,2017-08-19,NA
NA,NA,NA,NA,lt,2017-08-19,NA
NA,NA,NA,NA,lt,2017-08-19,NA
NA,NA,NA,NA,lt,2017-08-19,NA
NA,NA,NA,NA,lt,2017-08-19,NA
NA,NA,NA,NA,lt,2017-08-19,NA
NA,NA,NA,NA,lt,2017-08-19,NA
NA,NA,NA,NA,lt,2017-08-19,NA
NA,NA,NA,NA,lt,2017-08-19,NA
NA,NA,NA,NA,lt,2017-08-19,NA
NA,NA,NA,NA,lt,2017-08-19,NA
NA,NA,NA,NA,lt,2017-08-19,NA
NA,NA,NA,NA,lt,2017-08-19,NA
NA,NA,NA,NA,lt,2017-08-19,NA
NA,NA,NA,NA,lt,2017-08-19,NA
NA,NA,NA,NA,lt,2017-08-19,NA
NA,NA,NA,NA,lt,2017-08-19,NA
NA,NA,NA,NA,lt,2017-08-19,NA
NA,NA,NA,NA,lt,2017-08-19,NA
NA,NA,NA,NA,lt,2017-08-19,NA
NA,NA,NA,NA,lt,2017-08-19,NA
NA,NA,NA,NA,lt,2017-08-19,NA
NA,NA,NA,NA,lt,2017-08-19,NA
NA,NA,NA,NA,lt,2017-08-19,NA
NA,NA,NA,NA,lt,2017-08-19,NA
NA,NA,NA,NA,lt,2017-08-19,NA
NA,NA,NA,NA,lt,2017-08-19,NA
NA,NA,NA,NA,lt,2017-08-19,NA
NA,NA,NA,NA,lt,2017-08-19,NA
NA,NA,NA,NA,lt,2017-08-19,NA
NA,NA,NA,NA,lt,2017-08-19,NA
NA,NA,NA,NA,lt,2017-08-19,NA
NA,NA,NA,NA,lt,2017-08-19,NA
NA,NA,NA,NA,lt,2017-08-19,NA
NA,NA,NA,NA,lt,2017-08-19,NA
NA,NA,NA,NA,lt,2017-08-19,NA
NA,NA,NA,NA,lt,2017-08-19,NA
NA,NA,NA,NA,lt,2017-08-19,NA
NA,NA,NA,NA,lt,2017-08-19,NA
NA,NA,NA,NA,lt,2017-08-19,NA
NA,NA,NA,NA,lt,2017-08-19,NA
NA,NA,NA,NA,lt,2017-08-19,NA
NA,NA,NA,NA,lt,2017-08-19,NA
NA,NA,NA,NA,lt,2017-08-19,NA
NA,NA,NA,NA,lt,2017-08-19,NA
NA,NA,NA,NA,lt,2017-08-19,NA
NA,NA,NA,NA,lt,2017-08-19,NA
NA,NA,NA,NA,lt,2017-08-19,NA
NA,NA,NA,NA,lt,2017-08-19,NA
NA,NA,NA,NA,lt,2017-08-19,NA
NA,NA,NA,NA,lt,2017-08-19,NA
NA,NA,NA,NA,lt,2017-08-19,NA
NA,NA,NA,NA,lt,2017-08-19,NA
NA,NA,NA,NA,lt,2017-08-19,NA
NA,NA,NA,NA,lt,2017-08-19,NA
NA,NA,NA,NA,lt,2017-08-19,NA
NA,NA,NA,NA,lt,2017-08-19,NA
NA,NA,NA,NA,lt,2017-08-19,NA
NA,NA,NA,NA,lt,2017-08-19,NA
NA,NA,NA,NA,lt,2017-08-19,NA
NA,NA,NA,NA,lt,2017-08-19,NA
NA,NA,NA,NA,lt,2017-08-19,NA
NA,NA,NA,NA,lt,2017-08-19,NA
NA,NA,NA,NA,lt,2017-08-19,NA
NA,NA,NA,NA,lt,2017-08-19,NA
NA,NA,NA,NA,lt,2017-08-19,NA
NA,NA,NA,NA,lt,2017-08-19,NA
NA,NA,NA,NA,lt,2017-08-19,NA
NA,NA,NA,NA,lt,2017-08-19,NA
NA,NA,NA,NA,lt,2017-08-20,NA
NA,NA,NA,NA,lt,2017-08-20,NA
NA,NA,NA,NA,lt,2017-08-20,NA
NA,NA,NA,NA,lt,2017-08-20,NA
NA,NA,NA,NA,lt,2017-08-20,NA
NA,NA,NA,NA,lt,2017-08-20,NA
NA,NA,NA,NA,lt,2017-08-20,NA
NA,NA,NA,NA,lt,2017-08-20,NA
NA,NA,NA,NA,lt,2017-08-20,NA
NA,NA,NA,NA,lt,2017-08-20,NA
NA,NA,NA,NA,lt,2017-08-20,NA
NA,NA,NA,NA,lt,2017-08-20,NA
NA,NA,NA,NA,lt,2017-08-20,NA
NA,NA,NA,NA,lt,2017-08-20,NA
NA,NA,NA,NA,lt,2017-08-20,NA
NA,NA,NA,NA,lt,2017-08-20,NA
NA,NA,NA,NA,lt,2017-08-20,NA
NA,NA,NA,NA,lt,2017-08-20,NA
NA,NA,NA,NA,lt,2017-08-20,NA
NA,NA,NA,NA,lt,2017-08-20,NA
NA,NA,NA,NA,lt,2017-08-20,NA
NA,NA,NA,NA,lt,2017-08-20,NA
NA,NA,NA,NA,lt,2017-08-20,NA
NA,NA,NA,NA,lt,2017-08-20,NA
NA,NA,NA,NA,lt,2017-08-20,NA
NA,NA,NA,NA,lt,2017-08-20,NA
NA,NA,NA,NA,lt,2017-08-20,NA
NA,NA,NA,NA,lt,2017-08-20,NA
NA,NA,NA,NA,lt,2017-08-20,NA
NA,NA,NA,NA,lt,2017-08-20,NA
NA,NA,NA,NA,lt,2017-08-20,NA
NA,NA,NA,NA,lt,2017-08-20,NA
NA,NA,NA,NA,lt,2017-08-20,NA
NA,NA,NA,NA,lt,2017-08-20,NA
NA,NA,NA,NA,lt,2017-08-20,NA
NA,NA,NA,NA,lt,2017-08-20,NA
NA,NA,NA,NA,lt,2017-08-20,NA
NA,NA,NA,NA,lt,2017-08-20,NA
NA,NA,NA,NA,lt,2017-08-20,NA
NA,NA,NA,NA,lt,2017-08-20,NA
NA,NA,NA,NA,lt,2017-08-20,NA
NA,NA,NA,NA,lt,2017-08-20,NA
NA,NA,NA,NA,lt,2017-08-20,NA
NA,NA,NA,NA,lt,2017-08-20,NA
NA,NA,NA,NA,lt,2017-08-20,NA
NA,NA,NA,NA,lt,2017-08-20,NA
NA,NA,NA,NA,lt,2017-08-20,NA
NA,NA,NA,NA,lt,2017-08-20,NA
NA,NA,NA,NA,lt,2017-08-20,NA
NA,NA,NA,NA,lt,2017-08-20,NA
NA,NA,NA,NA,lt,2017-08-20,NA
NA,NA,NA,NA,lt,2017-08-20,NA
NA,NA,NA,NA,lt,2017-08-20,NA
NA,NA,NA,NA,lt,2017-08-20,NA
NA,NA,NA,NA,lt,2017-08-20,NA
NA,NA,NA,NA,lt,2017-08-20,NA
NA,NA,NA,NA,lt,2017-08-20,NA
NA,NA,NA,NA,lt,2017-08-20,NA
NA,NA,NA,NA,lt,2017-08-20,NA
NA,NA,NA,NA,lt,2017-08-20,NA
NA,NA,NA,NA,lt,2017-08-20,NA
NA,NA,NA,NA,lt,2017-08-20,NA
NA,NA,NA,NA,lt,2017-08-20,NA
NA,NA,NA,NA,lt,2017-08-20,NA
NA,NA,NA,NA,lt,2017-08-20,NA
NA,NA,NA,NA,lt,2017-08-20,NA
NA,NA,NA,NA,lt,2017-08-20,NA
NA,NA,NA,NA,lt,2017-08-20,NA
NA,NA,NA,NA,lt,2017-08-20,NA
NA,NA,NA,NA,lt,2017-08-20,NA
NA,NA,NA,NA,lt,2017-08-20,NA
NA,NA,NA,NA,lt,2017-08-20,NA
NA,NA,NA,NA,lt,2017-08-20,NA
NA,NA,NA,NA,lt,2017-08-20,NA
NA,NA,NA,NA,lt,2017-08-20,NA
NA,NA,NA,NA,lt,2017-08-20,NA
NA,NA,NA,NA,lt,2017-08-20,NA
NA,NA,NA,NA,lt,2017-08-20,NA
NA,NA,NA,NA,lt,2017-08-20,NA
NA,NA,NA,NA,lt,2017-08-20,NA
NA,NA,NA,NA,lt,2017-08-20,NA
NA,NA,NA,NA,lt,2017-08-20,NA
NA,NA,NA,NA,lt,2017-08-20,NA
NA,NA,NA,NA,lt,2017-08-20,NA
NA,NA,NA,NA,lt,2017-08-20,NA
NA,NA,NA,NA,lt,2017-08-20,NA
NA,NA,NA,NA,lt,2017-08-20,NA
NA,NA,NA,NA,lt,2017-08-20,NA
NA,NA,NA,NA,lt,2017-08-20,NA
NA,NA,NA,NA,lt,2017-08-20,NA
NA,NA,NA,NA,lt,2017-08-20,NA
NA,NA,NA,NA,lt,2017-08-20,NA
NA,NA,NA,NA,lt,2017-08-20,NA
NA,NA,NA,NA,lt,2017-08-20,NA
NA,NA,NA,NA,lt,2017-08-20,NA
NA,NA,NA,NA,lt,2017-08-20,NA
NA,NA,NA,NA,lt,2017-08-20,NA
NA,NA,NA,NA,lt,2017-08-20,NA
NA,NA,NA,NA,lt,2017-08-20,NA
NA,NA,NA,NA,lt,2017-08-20,NA
NA,NA,NA,NA,lt,2017-08-20,NA
NA,NA,NA,NA,lt,2017-08-20,NA
NA,NA,NA,NA,lt,2017-08-20,NA
NA,NA,NA,NA,lt,2017-08-20,NA
NA,NA,NA,NA,lt,2017-08-20,NA
NA,NA,NA,NA,lt,2017-08-20,NA
NA,NA,NA,NA,lt,2017-08-20,NA
NA,NA,NA,NA,lt,2017-08-20,NA
NA,NA,NA,NA,lt,2017-08-20,NA
NA,NA,NA,NA,lt,2017-08-20,NA
NA,NA,NA,NA,lt,2017-08-20,NA
NA,NA,NA,NA,lt,2017-08-20,NA
NA,NA,NA,NA,lt,2017-08-20,NA
NA,NA,NA,NA,lt,2017-08-20,NA
NA,NA,NA,NA,lt,2017-08-20,NA
NA,NA,NA,NA,lt,2017-08-20,NA
NA,NA,NA,NA,lt,2017-08-20,NA
NA,NA,NA,NA,lt,2017-08-20,NA
NA,NA,NA,NA,lt,2017-08-20,NA
NA,NA,NA,NA,lt,2017-08-20,NA
NA,NA,NA,NA,lt,2017-08-20,NA
NA,NA,NA,NA,lt,2017-08-20,NA
NA,NA,NA,NA,lt,2017-08-20,NA
NA,NA,NA,NA,lt,2017-08-20,NA
NA,NA,NA,NA,lt,2017-08-20,NA
NA,NA,NA,NA,lt,2017-08-20,NA
NA,NA,NA,NA,lt,2017-08-20,NA
NA,NA,NA,NA,lt,2017-08-20,NA
NA,NA,NA,NA,lt,2017-08-20,NA
NA,NA,NA,NA,lt,2017-08-20,NA
NA,NA,NA,NA,lt,2017-08-20,NA
NA,NA,NA,NA,lt,2017-08-20,NA
NA,NA,NA,NA,lt,2017-08-20,NA
NA,NA,NA,NA,lt,2017-08-20,NA
NA,NA,NA,NA,lt,2017-08-20,NA
NA,NA,NA,NA,lt,2017-08-20,NA
NA,NA,NA,NA,lt,2017-08-20,NA
NA,NA,NA,NA,lt,2017-08-20,NA
NA,NA,NA,NA,lt,2017-08-20,NA
NA,NA,NA,NA,lt,2017-08-20,NA
NA,NA,NA,NA,lt,2017-08-20,NA
NA,NA,NA,NA,lt,2017-08-20,NA
NA,NA,NA,NA,lt,2017-08-20,NA
NA,NA,NA,NA,lt,2017-08-20,NA
NA,NA,NA,NA,lt,2017-08-20,NA
NA,NA,NA,NA,lt,2017-08-20,NA
NA,NA,NA,NA,lt,2017-08-20,NA
NA,NA,NA,NA,lt,2017-08-20,NA
NA,NA,NA,NA,lt,2017-08-20,NA
NA,NA,NA,NA,lt,2017-08-20,NA
NA,NA,NA,NA,lt,2017-08-20,NA
NA,NA,NA,NA,lt,2017-08-20,NA
NA,NA,NA,NA,lt,2017-08-20,NA
NA,NA,NA,NA,lt,2017-08-20,NA
NA,NA,NA,NA,lt,2017-08-20,NA
NA,NA,NA,NA,lt,2017-08-20,NA
NA,NA,NA,NA,lt,2017-08-20,NA
NA,NA,NA,NA,lt,2017-08-20,NA
NA,NA,NA,NA,lt,2017-08-20,NA
NA,NA,NA,NA,lt,2017-08-20,NA
NA,NA,NA,NA,lt,2017-08-20,NA
NA,NA,NA,NA,lt,2017-08-20,NA
NA,NA,NA,NA,lt,2017-08-20,NA
NA,NA,NA,NA,lt,2017-08-20,NA
NA,NA,NA,NA,lt,2017-08-20,NA
NA,NA,NA,NA,lt,2017-08-20,NA
NA,NA,NA,NA,lt,2017-08-20,NA
NA,NA,NA,NA,lt,2017-08-20,NA
NA,NA,NA,NA,lt,2017-08-20,NA
NA,NA,NA,NA,lt,2017-08-20,NA
NA,NA,NA,NA,lt,2017-08-20,NA
NA,NA,NA,NA,lt,2017-08-20,NA
NA,NA,NA,NA,lt,2017-08-20,NA
NA,NA,NA,NA,lt,2017-08-20,NA
NA,NA,NA,NA,lt,2017-08-20,NA
NA,NA,NA,NA,lt,2017-08-20,NA
NA,NA,NA,NA,lt,2017-08-20,NA
NA,NA,NA,NA,lt,2017-08-20,NA
NA,NA,NA,NA,lt,2017-08-20,NA
NA,NA,NA,NA,lt,2017-08-20,NA
NA,NA,NA,NA,lt,2017-08-20,NA
NA,NA,NA,NA,lt,2017-08-20,NA
NA,NA,NA,NA,lt,2017-08-20,NA
NA,NA,NA,NA,lt,2017-08-20,NA
NA,NA,NA,NA,lt,2017-08-20,NA
NA,NA,NA,NA,lt,2017-08-20,NA
NA,NA,NA,NA,lt,2017-08-20,NA
NA,NA,NA,NA,lt,2017-08-20,NA
NA,NA,NA,NA,lt,2017-08-20,NA
NA,NA,NA,NA,lt,2017-08-20,NA
NA,NA,NA,NA,lt,2017-08-20,NA
NA,NA,NA,NA,lt,2017-08-20,NA
NA,NA,NA,NA,lt,2017-08-20,NA
NA,NA,NA,NA,lt,2017-08-20,NA
NA,NA,NA,NA,lt,2017-08-20,NA
NA,NA,NA,NA,lt,2017-08-20,NA
NA,NA,NA,NA,lt,2017-08-20,NA
NA,NA,NA,NA,lt,2017-08-20,NA
NA,NA,NA,NA,lt,2017-08-20,NA
NA,NA,NA,NA,lt,2017-08-20,NA
1,Friends (with BloodPop®),Justin Bieber,3637,2017-08-21,lt,7nZmah2llfvLDiUjm0kiyz
2,New Rules,Dua Lipa,3465,2017-08-21,lt,2ekn2ttSfGqwhhate0LSR0
3,More Than You Know,Axwell /\ Ingrosso,3080,2017-08-21,lt,3PEgB3fkiojxms35ntsTgs
4,"Feels (feat. Pharrell Williams, Katy Perry & Big Sean)",Calvin Harris,2944,2017-08-21,lt,5bcTCxgc7xVfSaMV3RuVke
5,Mi Gente,J Balvin,2906,2017-08-21,lt,2rb5MvYT7ZIxbKW5hfcHx8
6,Havana,Camila Cabello,2800,2017-08-21,lt,0ofbQMrRDsUaVKq2mGLEAb
7,Back to You (feat. Bebe Rexha & Digital Farm Animals),Louis Tomlinson,2791,2017-08-21,lt,7F9vK8hNFMml4GtHsaXui6
8,Thunder,Imagine Dragons,2763,2017-08-21,lt,0tKcYR2II1VCQWT79i5NrW
9,2U (feat. Justin Bieber),David Guetta,2647,2017-08-21,lt,3A7qX2QjDlPnazUsRk5y0M
10,Unforgettable,French Montana,2588,2017-08-21,lt,3B54sVLJ402zGa6Xm4YGNe
11,Mama,Jonas Blue,2396,2017-08-21,lt,0NiXXAI876aGImAd6rTj8w
12,Glorious (feat. Skylar Grey),Macklemore,2355,2017-08-21,lt,3HVr6jTVwBHBa2flM0eURR
13,Sorry Not Sorry,Demi Lovato,2317,2017-08-21,lt,25C5CowdsfXld2jJanbiex
14,There for You,Martin Garrix,2274,2017-08-21,lt,6jA8HL9i4QGzsj6fjoxp8Y
15,Strip That Down,Liam Payne,2259,2017-08-21,lt,6EpRaXYhGOB3fj4V2uDkMJ
16,Your Song,Rita Ora,2157,2017-08-21,lt,4c2W3VKsOFoIg2SFaO6DY5
17,Wild Thoughts (feat. Rihanna & Bryson Tiller),DJ Khaled,2051,2017-08-21,lt,1OAh8uOEOvTDqkKFsKksCi
18,I Like Me Better,Lauv,2040,2017-08-21,lt,1wjzFQodRWrPcQ0AnYnvQ9
19,Without You (feat. Sandro Cavazza),Avicii,2015,2017-08-21,lt,6WbADFqMvR8N5u0BvtsWQE
20,Silence,Marshmello,1984,2017-08-21,lt,7vGuf3Y35N4wmASOKLUVVU
21,There's Nothing Holdin' Me Back,Shawn Mendes,1955,2017-08-21,lt,79cuOz3SPQTuFrp8WgftAu
22,Rich Love (with Seeb),OneRepublic,1934,2017-08-21,lt,7aF09WaavZAmAWuUeYxlYD
23,Fetish (feat. Gucci Mane),Selena Gomez,1927,2017-08-21,lt,0XLOf9LhyazPX9Ld8jPiUq
24,Attention,Charlie Puth,1924,2017-08-21,lt,4iLqG9SeJSnt0cSPICSjxv
25,Would You Ever,Skrillex,1902,2017-08-21,lt,57p8CBvPOxrvyCbn6ttl5r
26,Feel It Still,Portugal. The Man,1877,2017-08-21,lt,6QgjcU0zLnzq5OrUoSZ3OK
27,Superstar,Beatrich,1820,2017-08-21,lt,6u6DMxI2bBqF7xCoNnIyM9
28,Lonely Together (feat. Rita Ora),Avicii,1749,2017-08-21,lt,2OALaHcDdKkjYEpAr0Qzab
29,Young Dumb & Broke,Khalid,1724,2017-08-21,lt,5Z3GHaZ6ec9bsiI5BenrbY
30,XO TOUR Llif3,Lil Uzi Vert,1715,2017-08-21,lt,2eMwDehkIC1j68U6FA3Eiq
31,Slow Hands,Niall Horan,1693,2017-08-21,lt,167NczpNbRF7oWakJaY3Hh
32,Despacito - Remix,Luis Fonsi,1683,2017-08-21,lt,5CtI0qwDJkDQGwXD1H1cLb
33,Bank Account,21 Savage,1601,2017-08-21,lt,5eqK0tbzUPo2SoeZsov04s
34,"I'm the One (feat. Justin Bieber, Quavo, Chance the Rapper & Lil Wayne)",DJ Khaled,1572,2017-08-21,lt,3DXncPQOG4VBw3QHh3S817
35,OK,Robin Schulz,1559,2017-08-21,lt,3bWAqKDWg6u1davspr5IkS
36,Praying,Kesha,1429,2017-08-21,lt,0jdny0dhgjUwoIp5GkqEaA
37,Two High,Moon Taxi,1384,2017-08-21,lt,3sJHkcxojoJD2Ytbo1yLLF
38,Believer,Imagine Dragons,1365,2017-08-21,lt,0CcQNd8CINkwQfe1RDtGV6
39,Get Low (with Liam Payne),Zedd,1359,2017-08-21,lt,1CKd1PnqfYx0H12V9MSaIY
40,No Promises (feat. Demi Lovato),Cheat Codes,1342,2017-08-21,lt,1louJpMmzEicAn7lzDalPW
41,HUMBLE.,Kendrick Lamar,1338,2017-08-21,lt,7KXjTSCq5nL1LoYtL7XAwS
42,Shape of You,Ed Sheeran,1316,2017-08-21,lt,7qiZfU4dY1lWllzX7mPBI3
43,Summer Air,ItaloBrothers,1235,2017-08-21,lt,3GPI7hYiqD6enLRobhkBm8
44,Redbone,Childish Gambino,1224,2017-08-21,lt,3kxfsdsCpFgN412fpnW85Y
45,All My Love (feat. Conor Maynard),Cash Cash,1180,2017-08-21,lt,1839RWzPRZCVgvamu4sHSN
46,What About Us,P!nk,1168,2017-08-21,lt,31MkGwj0SWgZaTvEt5Hgxv
47,BUTTERFLY EFFECT,Travis Scott,1119,2017-08-21,lt,1yxgsra98r3qAtxqiGZPiX
48,OMG,Camila Cabello,1081,2017-08-21,lt,4xBjsLUSjcx2h7PcRikpQp
49,"Know No Better (feat. Travis Scott, Camila Cabello & Quavo)",Major Lazer,1071,2017-08-21,lt,3Ytr1SUCUi6J3L9dRFx5iH
50,Something Just Like This,The Chainsmokers,1051,2017-08-21,lt,6RUKPb4LETWmmr3iAEQktW
51,Came Here for Love,Sigala,1023,2017-08-21,lt,3kGfazcbVvVkuZunzlLgTD
52,Most Girls,Hailee Steinfeld,1012,2017-08-21,lt,2mfUa8bLs2s5N4VaqJZ4lZ
53,Pretty Girl - Cheat Codes X CADE Remix,Maggie Lindemann,1008,2017-08-21,lt,1NDxZ7cFAo481dtYWdrUnR
54,Symphony (feat. Zara Larsson),Clean Bandit,1007,2017-08-21,lt,1x5sYLZiu9r5E43kMlt9f8
1,Friends (with BloodPop®),Justin Bieber,3767,2017-08-22,lt,7nZmah2llfvLDiUjm0kiyz
2,New Rules,Dua Lipa,3419,2017-08-22,lt,2ekn2ttSfGqwhhate0LSR0
3,More Than You Know,Axwell /\ Ingrosso,3092,2017-08-22,lt,3PEgB3fkiojxms35ntsTgs
4,Mi Gente,J Balvin,2969,2017-08-22,lt,2rb5MvYT7ZIxbKW5hfcHx8
5,Havana,Camila Cabello,2918,2017-08-22,lt,0ofbQMrRDsUaVKq2mGLEAb
6,Back to You (feat. Bebe Rexha & Digital Farm Animals),Louis Tomlinson,2787,2017-08-22,lt,7F9vK8hNFMml4GtHsaXui6
7,"Feels (feat. Pharrell Williams, Katy Perry & Big Sean)",Calvin Harris,2739,2017-08-22,lt,5bcTCxgc7xVfSaMV3RuVke
8,2U (feat. Justin Bieber),David Guetta,2733,2017-08-22,lt,3A7qX2QjDlPnazUsRk5y0M
9,Thunder,Imagine Dragons,2654,2017-08-22,lt,0tKcYR2II1VCQWT79i5NrW
10,Unforgettable,French Montana,2575,2017-08-22,lt,3B54sVLJ402zGa6Xm4YGNe
11,There for You,Martin Garrix,2459,2017-08-22,lt,6jA8HL9i4QGzsj6fjoxp8Y
12,Sorry Not Sorry,Demi Lovato,2371,2017-08-22,lt,25C5CowdsfXld2jJanbiex
13,Glorious (feat. Skylar Grey),Macklemore,2366,2017-08-22,lt,3HVr6jTVwBHBa2flM0eURR
14,Mama,Jonas Blue,2308,2017-08-22,lt,0NiXXAI876aGImAd6rTj8w
15,Your Song,Rita Ora,2264,2017-08-22,lt,4c2W3VKsOFoIg2SFaO6DY5
16,Strip That Down,Liam Payne,2242,2017-08-22,lt,6EpRaXYhGOB3fj4V2uDkMJ
17,Wild Thoughts (feat. Rihanna & Bryson Tiller),DJ Khaled,2217,2017-08-22,lt,1OAh8uOEOvTDqkKFsKksCi
18,Without You (feat. Sandro Cavazza),Avicii,2155,2017-08-22,lt,6WbADFqMvR8N5u0BvtsWQE
19,Silence,Marshmello,2099,2017-08-22,lt,7vGuf3Y35N4wmASOKLUVVU
